199,30663,0.512605042017
199,33295,0.538461538462
199,36351,0.607476635514
353,14141,0.551020408163
431,6822,0.610169491525
431,12615,0.508474576271
431,19284,0.507936507937
431,25005,0.521739130435
431,28593,0.507692307692
431,29788,0.559322033898
431,31233,0.529411764706
431,35289,0.508474576271
437,8370,0.6
443,10389,0.533405172414
469,20065,1.0
479,28259,0.503171247357
653,5730,0.666666666667
796,3492,0.547794117647
948,18211,0.511627906977
971,10967,0.513989637306
1067,35883,0.513317191283
1261,7809,0.589285714286
1280,30726,0.532608695652
1856,4233,0.51724137931
1860,24356,0.546623794212
1883,2393,0.666666666667
1883,3834,0.75
1883,4133,0.590909090909
1883,5015,0.7
1883,10254,0.566666666667
1883,11198,0.6
1883,12277,0.615384615385
1883,14461,0.53125
1883,15962,0.607142857143
1883,16182,0.52
1883,24664,0.75
1883,25549,0.590909090909
1883,31584,0.535714285714
1883,33783,0.653846153846
1883,34572,0.615384615385
1888,27621,0.65625
1891,20746,0.662983425414
1948,5015,0.535714285714
2393,1883,0.666666666667
2393,3834,0.56
2393,10254,0.59375
2393,12277,0.533333333333
2393,14461,0.514285714286
2393,15962,0.58064516129
2393,23814,0.545454545455
2393,24664,0.56
2393,31584,0.516129032258
2393,33783,0.516129032258
2578,28764,0.549019607843
2601,24356,0.523255813953
2645,9541,1.0
2672,13330,0.520833333333
2778,5188,0.510344827586
2856,5015,0.52
2872,20874,0.666666666667
3028,32582,0.688524590164
3200,36725,0.6
3412,38315,0.506369426752
3492,796,0.547794117647
3512,23679,0.939641109299
3614,13183,0.521126760563
3788,28841,0.514285714286
3818,5205,1.0
3834,1883,0.75
3834,2393,0.56
3834,4133,0.619047619048
3834,5015,0.736842105263
3834,8042,0.518518518519
3834,9465,0.55
3834,12277,0.576923076923
3834,15962,0.51724137931
3834,16182,0.541666666667
3834,24664,0.7
3834,25549,0.619047619048
3834,34572,0.64
3858,14343,0.590163934426
3858,35860,0.546875
3971,17557,0.578947368421
4103,6476,0.574821852732
4133,1883,0.590909090909
4133,3834,0.619047619048
4133,16182,0.541666666667
4133,24664,0.545454545455
4133,25549,0.619047619048
