2,9361,0.526666666667
18,31849,1.0
18,37728,1.0
66,30071,0.666666666667
97,23581,0.666666666667
97,26637,0.6
108,20556,0.6
127,6873,0.645390070922
169,11206,1.0
169,28028,1.0
169,28410,1.0
169,35336,1.0
178,11430,0.515151515152
178,21073,0.567567567568
208,20381,0.506493506494
250,3469,1.0
250,12056,1.0
250,15312,1.0
250,32815,1.0
292,22461,0.666666666667
298,21720,1.0
315,15672,0.806451612903
350,34218,0.607142857143
352,18639,0.521739130435
359,15575,0.542857142857
402,34592,0.6
407,33518,0.6
428,16918,0.666666666667
441,5811,1.0
441,14210,1.0
441,19067,1.0
441,24848,1.0
441,26760,1.0
441,30400,1.0
455,3358,0.533333333333
468,18132,1.0
484,997,1.0
484,19785,1.0
492,2304,1.0
508,23744,0.586206896552
512,18989,0.666666666667
512,24984,1.0
542,8396,1.0
542,9588,1.0
542,18414,1.0
542,23336,1.0
542,23351,1.0
542,28289,1.0
542,29719,1.0
542,31405,1.0
542,38088,1.0
555,7897,1.0
555,38790,1.0
611,37910,1.0
611,39486,1.0
614,19206,1.0
628,18608,0.53488372093
639,8996,0.642857142857
673,37107,1.0
723,22315,1.0
723,26058,1.0
788,24659,1.0
788,29808,1.0
806,14690,1.0
806,18308,1.0
806,23131,1.0
808,23905,0.516129032258
859,24323,0.518518518519
867,24983,0.526315789474
904,9780,0.666666666667
952,17195,0.636363636364
952,35840,0.529411764706
963,18630,0.646153846154
997,484,1.0
997,19785,1.0
1009,16729,1.0
1025,33423,0.59375
1037,9193,0.536723163842
1042,2369,0.524193548387
1074,20382,0.62962962963
1074,38637,0.590909090909
1080,37712,0.666666666667
1114,28819,1.0
1114,36723,1.0
1120,7008,1.0
1130,30458,0.666666666667
1150,22375,0.526970954357
1162,34283,1.0
1231,31935,1.0
1246,4739,1.0
1305,24456,1.0
1352,15094,1.0
1352,19361,1.0
1400,27690,0.6
1401,17510,0.521739130435
1415,35530,1.0
1415,38251,1.0
1455,8692,1.0
1455,35013,1.0
1478,2461,1.0
1478,30456,1.0
1480,4521,0.51724137931
1489,6851,1.0
1489,22813,1.0
1507,5266,1.0
1543,25526,1.0
1559,10434,0.522580645161
1561,39270,0.714285714286
1594,21902,1.0
1594,39276,1.0
1597,3083,0.576923076923
1637,3533,1.0
1637,22965,1.0
1639,20891,0.517857142857
1650,16095,0.522727272727
1656,16943,0.62962962963
1660,8503,1.0
1660,30610,1.0
1688,6156,1.0
1690,38937,1.0
1741,11469,1.0
1752,16719,0.510204081633
1754,3376,1.0
1754,11809,1.0
1754,12034,1.0
1754,14596,1.0
1756,38010,0.6
1814,4885,1.0
1814,21680,1.0
1814,25470,1.0
1814,31663,1.0
1831,15333,1.0
1831,23392,1.0
1831,38781,1.0
1870,24408,1.0
1877,11072,0.507462686567
1879,27692,1.0
1894,10332,1.0
1907,9686,1.0
1948,9526,1.0
1948,36424,1.0
1984,24037,0.501915708812
2012,29442,0.52688172043
2020,26618,0.525
2035,19883,1.0
2035,24910,1.0
2035,28249,1.0
2036,18150,0.573033707865
2107,16131,0.526315789474
2151,7267,1.0
2227,21266,0.537974683544
2227,26634,0.561403508772
2267,4729,0.515151515152
2267,11637,0.513513513514
2267,18954,0.5625
2272,18324,1.0
2273,17198,1.0
2275,28020,0.666666666667
2291,7048,1.0
2291,7764,1.0
2291,27764,1.0
2292,35462,0.505791505792
2295,17649,1.0
2299,4636,1.0
2304,492,1.0
2337,15427,0.508771929825
2363,20840,1.0
2369,1042,0.524193548387
2370,18979,1.0
2370,19020,1.0
2406,29204,1.0
2431,19868,0.518072289157
2438,7956,1.0
2438,8790,1.0
2453,32761,0.59512195122
2461,1478,1.0
2461,30456,1.0
2465,16975,1.0
2465,20031,1.0
2465,23838,1.0
2465,25349,1.0
2465,25701,1.0
2465,32753,1.0
2474,9907,1.0
2474,32782,1.0
2484,39307,1.0
2484,39600,1.0
2514,28985,0.540404040404
2566,21241,0.518518518519
2566,22223,0.552631578947
2566,26807,0.529411764706
2566,35666,0.513513513514
2568,30600,1.0
2568,32103,1.0
2588,13294,0.538461538462
2592,6675,0.541666666667
2595,10877,1.0
2621,4010,1.0
2621,20419,1.0
2709,13856,1.0
2709,34891,1.0
2731,39227,0.516949152542
2765,25602,0.545454545455
2765,27726,0.722222222222
2793,18524,1.0
2793,20713,1.0
2793,34801,1.0
2822,15122,1.0
2862,38015,0.549450549451
2870,19930,0.591836734694
2913,3853,1.0
2913,20811,1.0
2927,12060,0.588744588745
2988,11964,0.614285714286
3022,4579,1.0
3022,9390,1.0
3022,13635,1.0
3022,15119,1.0
3022,26375,1.0
3022,31022,1.0
3022,36025,1.0
3027,5157,0.605095541401
3034,26589,0.538461538462
3044,7566,1.0
3044,27218,1.0
3044,32735,1.0
3044,38874,1.0
3051,9128,1.0
3051,12819,1.0
3051,35166,1.0
3051,36128,1.0
3083,1597,0.576923076923
3098,32693,1.0
3163,17968,0.636363636364
3164,11086,0.515151515152
3181,13345,0.599137931034
3192,16131,0.625
3208,19797,0.525
3234,18943,0.670103092784
3274,35627,1.0
3278,3887,1.0
3278,6145,1.0
3278,14971,1.0
3278,36742,1.0
3283,4976,1.0
3283,9765,1.0
3283,12832,1.0
3283,16352,1.0
3314,17388,0.666666666667
3329,17047,0.556074766355
3332,28799,0.544827586207
3358,455,0.533333333333
3376,1754,1.0
3376,11809,1.0
3376,12034,1.0
3376,14596,1.0
3385,28959,0.573705179283
3443,32039,1.0
3469,250,1.0
3469,12056,1.0
3469,15312,1.0
3469,32815,1.0
3497,38455,0.551724137931
3533,1637,1.0
3533,22965,1.0
3542,10103,0.666666666667
3542,28259,1.0
3585,6932,0.529411764706
3596,20611,0.511494252874
3695,32746,1.0
3700,9236,0.50643776824
3758,22521,0.542857142857
3760,29380,0.619047619048
3776,5495,1.0
3776,12306,1.0
3776,13882,1.0
3776,14387,1.0
3776,16544,1.0
3776,21208,1.0
3776,25541,1.0
3776,26517,1.0
3776,30649,1.0
3776,34541,1.0
3776,36343,1.0
3776,38814,1.0
3783,28707,1.0
